"ID","Name","Type","Stat","MaybeISEquip","Slot","Desc"
"05ae0747-9ec2-4484-9354-b75da8bf7ada","","TileConstruction","","","",""
"05b30076-c236-428f-8d10-7118e7bd5b7f","","item","","","",""
"05b61de5-bc19-485a-8c2b-6923284e40aa","Silver Glass","item","Cup_Silver_E","","","Silver cups and glasses are considered an exceptional vessel when making offers of milk to Selûne - some folk even believing the metal to be the Moonmaiden's hardened tears."
"05bad8e3-78cc-4b21-8955-5083189c809d","","scenery","","","",""
"05bc96c3-ea5f-4e49-aced-72cfbff03944","Stone Spikes","surface","","","",""
"05dbf4ed-3641-4686-ba8e-0f600809483a","Spider Leg","item","","","","Judging by the bloodied leg, this spider did not die without a fight."
"05e58ebb-563c-4a32-bc0d-881ed6fe18fb","Incense","item","OBJ_Incense","","",""
"05e7ad5f-4102-4c4f-9d45-ce9082eb05c2","","scenery","","","",""
"05f21b07-2308-44ec-94d3-ef3511cdfcc6","","item","","","",""
"05f7762d-a716-4ce8-891b-f2a61b829c1b","","item","","","",""
"05f854f5-f1ce-4e48-8f32-f66118320634","","character","Tiefling_Ranger","","",""
"06155af7-9ae8-4e37-aed7-1017ae177ed5","","character","Gnome_Caster","","",""
"061d4d15-b072-4a7c-8166-7f3fc2658699","","scenery","","","",""
"06213d83-3f5b-4b5f-b97c-0c9cc82bf565","","scenery","","","",""
"0622b1c4-ee7d-44b1-aec2-4048cdc33687","Ruined Bridge","item","","","",""
"0623bfdc-08d2-437c-b7ee-618680b2c8b2","","item","","","",""
"06295526-b537-41ad-92fe-e4fb68c04745","ls::TranslatedStringRepository::s_HandleUnknown","scenery","","","",""
"062dd3bc-8997-4f68-9f7e-57356376c726","","prefab","","","",""
"0632a621-ed75-41ca-9674-68a9dd1d55d6","","prefab","","","",""
"0632bb41-c7e6-4316-b4ff-f2ad46ff44cf","","item","OBJ_Vase","","",""
"063365ec-88d6-4f6c-97b2-1b9d5194fbbd","","scenery","","","",""
"0633f052-272e-49fd-8059-fd49ebc0a2f8","","scenery","","","",""
"063b31e8-ca6c-40d9-ab91-eee629b0c82a","","item","","","",""
"0641e1dc-72c3-4227-9283-2139a12154fd","Leatherbound Tome","item","","","",""
"06435d42-8f49-428f-bd1c-57ccc4cc7368","","TileConstruction","","","",""
"06474f97-0dd0-45e6-8db8-5f75009bf336","Waterdhavian Cheese Wedge","item","CONS_FOOD_Cheese_Piece","","","Popular among travellers for its robust and sharp flavour, to say nothing of its peculiarly long shelf life."
"064bc74f-e907-4874-aaca-a089df7a61d2","Elevator","item","","","",""
"065b871b-6b19-4480-8cb7-0a6dfc03bca0","","scenery","","","",""
"06610410-2d73-49f7-8845-852d24db60c1","Large Bottle Stand","item","","","","A sturdy metal ring meant to hold a large bottle in place, often over a flame."
"066c5985-76d7-4d9d-b1f8-f3e82cc48e8b","","scenery","","","",""
"067ea63f-36ac-466d-bcb2-fe7abca5187b","","item","","","",""
"06810fd1-e040-4572-b605-07d50aa10735","Broken Vase","item","","","",""
"068219a5-d237-4a0f-bac1-f2b2aa3ff15f","Redcap","character","","","",""
"06833629-45a9-4140-aa10-cba327a20a22","","character","","","",""
"0696be1a-fdc8-406c-9424-2baafeff9a65","","item","","","",""
"069a4a43-e37d-411b-9ef2-ab51e03c5e6c","","scenery","","","",""
"069b4a98-5a0e-4ee9-95f7-29d37eebfb16","Hole","item","OBJ_GenericImmutableObject","","",""
"069ebe38-ed79-4a3f-8677-550b64e31e57","","scenery","","","",""
"06a27548-4af8-4f84-8520-ed7dff4424bc","","item","","","",""
"06a65371-c6e8-4c5d-ba6a-3b8bb4e6c694","","item","","","",""
"06b9ac26-ea76-48e0-b55a-ce89a01ec364","","scenery","","","",""
"06bd3d6a-58b4-417f-a01d-3924173116a4","","item","","","",""
"06bfe4e6-9cd3-4024-9d7a-1c28de282d70","","item","","","",""
"06c408bf-810c-4eab-9bab-b76ae176efef","","item","","","",""
"06cc8e79-cb17-4772-b956-43eaf0997927","","prefab","","","",""
"06d2c13a-4492-417c-9322-e5de3213feea","Cupboard","item","OBJ_Chest","","",""
"06d318b5-de14-4792-a4b3-036699126c35","Doors","item","","","",""
"06dc11b3-e9d1-4de9-9a94-5f49efead9dd","","item","","","",""
"06e30950-f1ee-4dea-9204-d7edcc6fb0a6","","item","","","",""
"06e3372a-03f8-440b-a56d-e8abbc1caee5","","item","OBJ_Bedroll","","",""
"06e3f04c-3869-4c92-867c-3bf8d9e5e08a","","scenery","","","",""
"06ed88b8-a973-4816-a644-6911c6b3b4f5","","item","","","",""
"06f3a0c4-af50-4a79-8c1a-1ace6d1282f2","Autumncrocus Bundle","item","CONS_Herbs_Autumncrocus","","","Legend says the first crocus was created by Lathander, the Morninglord, which is why this delicate flower is always found stretching its petals towards the sun."
"06f96d65-0ee5-4ed5-a30a-92a3bfe3f708","|Basic Helper Item|","item","OBJ_GenericImmutableObject","","",""
"06f9fce8-de04-4522-8eb5-312729ce2362","Wooden Ladder","item","","","",""
